,Company Name,Listed,HQ Country,GICS Sector,Accounting Year End,Reported Scope 1 tCO2e,Estimated Scope 1 tCO2e,Scope 1 source,Scope 1 quality flag,Reported market-based Scope 2 tCO2e,Note,Reported location-based Scope 2 tCO2e,Estimated location-based Scope 2 tCO2e,Location-based Scope 2 source,Location-based Scope 2 quality flag,Scope 2 company comments,GHG revenue intensity tCO2e/mmUSD,Scope 2 figure used for intensity,amplification.wordsindex,DeAmplification.wordsindex,HE_negativeindex,HE_positiveindex,angerindex,anticipationindex,disgustindex,fearindex,joyindex,sadnessindex,surpriseindex,trustindex,LMnegativeindex,LMpositiveindex,LMuncertaintyindex,BasicNegativeWordsindex,PositivePolarisedindex,NegativePolarisedindex,PowerWordsindex,PrudentialNegativeindex,PrudentialPositiveindex,PrudentialTopNegativeindex,Strategyindex,Financial.termsindex,Regulationindex,Technologyindex,Healthcareindex,Environmentindex,Socialindex,Governanceindex,ESGindex,LMuncertaintyindex.1,Regulationindex.1,Environmentindex.1,Socialindex.1,Governanceindex.1,ESGindex.1,ISIN lower,2016vol,2017vol,2018vol,2019vol,VolFactor,Carbon Emission  tCO2e/mmUSD,Scope 1 tCO2e,Scope 2 tCO2e,Scope 1 and 2 tCO2e,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Telecommunication Services,Utilities
3673,"Noble Energy, Inc.",Yes,USA,Energy,31/12/2016,2520114.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,23011.0,0.0,Reported: CDP (Reviewed),7.0,,642.53,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6550441058,0.025956917000000003,0.017505487,0.024622462,0.027182497000000003,0.081203008,642.5277917999999,2520114.0,23011.0,2543125.0,0,0,1,0,0,0,0,0,0,0,0
3674,Norwegian Cruise Line Holdings Ltd,Yes,USA,Consumer Discretionary,31/12/2016,0.0,5800000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,8300.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,1191.61,Location-based,138,85,40,97,98,90,48,79,114,56,127,90,88,126,98,65,121,65,98,40,86,0,103,73,101,57,0,0,0,75,30,0.13,0.27,0.25,0.14,0.27,0.3,bmg667211046,0.026123023,0.015561261000000002,0.017664368,0.016099851999999998,0.378446115,1191.607479,5800000.0,8300.0,5808300.0,1,0,0,0,0,0,0,0,0,0,0
3675,"NASDAQ OMX Group, Inc.",Yes,USA,Financials,31/12/2016,0.0,3700.0,Estimated: Gamma GLM,5.0,, NA ,0.0,21000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,6.67,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6311031081,0.011809345,0.008138157,0.012195309,0.012366381999999999,0.532330827,6.666666667,3700.0,21000.0,24700.0,0,0,0,1,0,0,0,0,0,0,0
3676,Noble Corporation,Yes,USA,Energy,31/12/2016,0.0,640000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,29000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,290.61,Location-based,89,61,89,93,132,83,131,106,110,126,97,115,108,117,87,95,156,95,83,95,33,94,40,80,56,48,0,101,24,17,49,0.19,0.14,0.23,0.27,0.22,0.12,,,,,,0.0,290.608018,640000.0,29000.0,669000.0,0,0,1,0,0,0,0,0,0,0,0
3677,"NextEra Energy, Inc.",Yes,USA,Utilities,31/12/2016,0.0,58000000.0,"Estimated: Gas Generation, Coal Generation, Gamma GLM",6.0,, NA ,0.0,180000.0,"Estimated: Gamma GLM, Gas Generation, Coal Generation",6.0,,3601.36,Location-based,54,36,118,110,84,120,144,101,133,191,90,113,56,106,120,61,96,61,85,132,65,100,156,147,184,28,0,"1,252",25,487,628,0.06,0.28,0.23,0.01,0.0,0.05,us65339f1012,0.011128863000000001,0.007046215,0.01042877,0.01050513,0.594987469,3601.361807,58000000.0,180000.0,58180000.0,0,0,0,0,0,0,0,0,0,0,1
3678,Newmont Mining Corporation,Yes,USA,Materials,31/12/2016,2704476.44,0.0,Reported: CDP (Reviewed),7.0, -   , -   ,1640444.0,0.0,Reported: CDP (Reviewed),7.0,Reductions can be attributed to an increase in renewable energy sources in our purchased electricity.,402.99,Market-based,66,46,40,123,92,138,94,98,95,113,94,124,67,131,29,85,112,85,128,86,89,169,360,109,83,29,0,189,224,23,139,0.32,0.18,0.02,0.25,0.07,0.14,us6516391066,0.029905897,0.015220196,0.016885009,0.019904766,0.22781954899999998,402.991572,2704476.44,1640444.0,4344920.4399999995,0,0,0,0,0,0,0,1,0,0,0
3679,NewMarket Corporation,Yes,USA,Materials,31/12/2016,0.0,240000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,260000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,243.97,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6515871076,0.013762561999999999,0.008565447,0.013431091000000001,0.013015948000000001,0.5027568920000001,243.9678938,240000.0,260000.0,500000.0,0,0,0,0,0,0,0,1,0,0,0
3680,National Fuel Gas Co.,Yes,USA,Utilities,29/09/2016,0.0,2500000.0,"Estimated: Oil & Gas Extraction, Gamma GLM, Gas Generation",6.0,, NA ,0.0,210000.0,"Estimated: Oil & Gas Extraction, Gamma GLM, Gas Generation",6.0,,1865.85,Location-based,88,123,81,57,87,120,182,120,97,126,125,96,101,59,127,77,80,77,87,38,66,0,24,76,165,31,38,144,85,153,136,0.04,0.22,0.12,0.06,0.07,0.31,us6361801011,0.014545431000000001,0.011095278,0.013093045,0.008140919,0.659899749,1865.851475,2500000.0,210000.0,2710000.0,0,0,0,0,0,0,0,0,0,0,1
3681,"Netflix, Inc.",Yes,USA,Consumer Discretionary,31/12/2016,0.0,14000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,44000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,6.57,Location-based,162,234,58,89,76,105,50,108,151,69,116,105,68,106,110,79,123,79,95,97,135,90,134,47,36,37,0,29,136,122,99,0.09,0.21,0.06,0.08,0.11,0.11,us64110l1061,0.027632681,0.017312163999999998,0.028680424,0.02546991,0.104010025,6.568018055,14000.0,44000.0,58000.0,1,0,0,0,0,0,0,0,0,0,0
3682,Newfield Exploration Co,Yes,USA,Energy,31/12/2016,0.0,3000000.0,Estimated: Oil & Gas Extraction,6.0,, NA ,0.0,330000.0,Estimated: Oil & Gas Extraction,6.0,,1990.44,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6512901082,0.029469446,0.02323847,0.02970031,,0.0,1990.4363420000002,3000000.0,330000.0,3330000.0,0,0,1,0,0,0,0,0,0,0,0
3683,NiSource Inc.,Yes,USA,Utilities,31/12/2016,12266516.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,56027.0,0.0,Reported: CDP (Reviewed),7.0,This is our electric consumption at company facilities across NiSource.,2742.91,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us65473p1057,0.012357883,0.008775398,0.013365065,0.010582600000000001,0.590977444,2742.914413,12266516.0,56027.0,12322543.0,0,0,0,0,0,0,0,0,0,0,1
3684,NIKE Inc.,Yes,USA,Consumer Discretionary,31/05/2016,21293.0,0.0,Reported: CDP (Reviewed),7.0,"176,720.00",  ,210485.0,0.0,Reported: CDP (Reviewed),7.0,,6.12,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6541061031,0.013854254,0.013553316999999999,0.018128352,0.009561921999999999,0.62556391,6.116042748,21293.0,210485.0,231778.0,1,0,0,0,0,0,0,0,0,0,0
3685,Annaly Capital Management,Yes,USA,Financials,31/12/2016,0.0,2400.0,Estimated: Gamma GLM,5.0,, NA ,0.0,18000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,8.72,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us0357104092,0.010511621,0.008758115,0.00925703,0.006815243,0.671679198,8.720557432,2400.0,18000.0,20400.0,0,0,0,1,0,0,0,0,0,0,0
3686,National Retail Properties,Yes,USA,Real Estate,31/12/2016,0.0,6000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,44000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,93.69,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,93.69436897,6000.0,44000.0,50000.0,0,0,0,0,0,0,0,0,1,0,0
3687,Northrop Grumman Corp,Yes,USA,Industrials,31/12/2016,130490.0,0.0,Reported: CDP (Reviewed),7.0,"392,008.00",  ,400915.0,0.0,Reported: CDP (Reviewed),7.0,,21.32,Market-based,100,134,97,83,136,129,51,129,104,143,118,144,78,89,136,115,114,115,158,93,84,0,52,114,65,136,0,0,23,66,34,0.03,0.07,0.24,0.15,0.26,0.13,us6668071029,0.010238525,0.007635672,0.016738627,0.012659338999999999,0.520050125,21.31948751,130490.0,400915.0,531405.0,0,0,0,0,0,1,0,0,0,0,0
3688,"National Oilwell Varco, Inc.",Yes,USA,Energy,31/12/2016,0.0,2000000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,61000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,284.24,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6370711011,0.028080397000000003,0.016728788999999997,0.020192645,0.020871564,0.198245614,284.236657,2000000.0,61000.0,2061000.0,0,0,1,0,0,0,0,0,0,0,0
3689,ServiceNow Inc,Yes,USA,Information Technology,31/12/2016,0.0,1700.0,Estimated: Gamma GLM,4.0,, NA ,0.0,14000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,Unknown,11.29,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us81762p1021,0.027049858,0.014929851000000001,0.023715725,0.026584256,0.086967419,11.29082135,1700.0,14000.0,15700.0,0,0,0,0,0,0,1,0,0,0,0
3690,NRG Energy Inc,Yes,USA,Utilities,31/12/2016,68624168.0,0.0,Reported: CDP (Reviewed),7.0,"308,446.00",  ,308446.0,0.0,Reported: CDP (Reviewed),7.0,,5581.14,Market-based,94,75,45,82,130,122,73,107,108,102,90,138,84,100,86,89,110,89,130,133,230,412,234,140,78,100,0,483,26,19,181,0.19,0.17,0.23,0.26,0.05,0.05,us6293775085,0.032024394,0.025945086000000003,0.016530252,0.013367336,0.49197995,5581.136264,68624168.0,308446.0,68932614.0,0,0,0,0,0,0,0,0,0,0,1
3691,Norfolk Southern Corp.,Yes,USA,Industrials,31/12/2016,4927038.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,234426.0,0.0,Reported: CDP (Reviewed),7.0,,521.99,Location-based,81,98,131,120,86,134,60,86,100,87,92,136,101,117,85,72,101,72,154,83,69,0,116,90,103,29,43,67,16,34,42,0.2,0.24,0.25,0.22,0.24,0.16,us6558441084,0.016453488,0.012279448,0.016612639,0.013618556,0.48145363399999996,521.9927184,4927038.0,234426.0,5161464.0,0,0,0,0,0,1,0,0,0,0,0
3692,NetApp Inc.,Yes,USA,Information Technology,31/12/2016,6957.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,117845.0,0.0,Reported: CDP (Reviewed),7.0,,22.61,Location-based,67,140,48,123,99,100,138,78,98,70,94,98,100,133,76,95,128,95,83,83,26,0,33,83,64,407,0,75,30,64,60,0.23,0.14,0.21,0.16,0.19,0.16,us64110d1046,0.021207297000000003,0.016017648,0.021639792,0.017879179,0.300501253,22.61315456,6957.0,117845.0,124802.0,0,0,0,0,0,0,1,0,0,0,0
3693,NETSCOUT SYSTEMS,Yes,USA,Information Technology,31/03/2017,65.77,0.0,Reported: CDP (Not Reviewed),,67.91,  ,81.09,0.0,Reported: CDP (Not Reviewed),,,0.12,Market-based,54,49,132,68,82,93,83,78,83,78,132,85,103,59,145,95,80,95,77,47,57,72,92,83,76,239,0,92,27,0,40,0.02,0.14,0.22,0.28,0.24,0.29,,,,,,0.0,0.11503214,65.77,81.09,146.86,0,0,0,0,0,0,1,0,0,0,0
3694,Netgear,Yes,USA,Telecommunication Services,31/12/2016,284.45,0.0,Reported: CDP (Not Reviewed),,, NA ,1542.82,0.0,Reported: CDP (Not Reviewed),,,1.38,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,1.3756455619999999,284.45,1542.82,1827.27,0,0,0,0,0,0,0,0,0,1,0
3695,Northern Trust,Yes,USA,Financials,31/12/2016,2337.58,0.0,Reported: CDP (Reviewed),7.0,"44,484.16",  ,45963.7,0.0,Reported: CDP (Reviewed),7.0,,9.1,Market-based,62,86,99,112,68,94,22,70,92,116,69,136,55,94,81,101,109,101,174,89,38,96,164,132,176,50,33,46,0,78,48,0.21,0.11,0.25,0.13,0.22,0.14,us6658591044,0.016705783999999998,0.011582465,0.015009314,0.011026603999999999,0.577694236,9.10255842,2337.58,45963.7,48301.28,0,0,0,1,0,0,0,0,0,0,0
3696,NUANCE COMMUNICATIONS,Yes,USA,Information Technology,29/09/2016,0.0,2400.0,Estimated: Gamma GLM,4.0,, NA ,0.0,15000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,8.93,Location-based,107,130,81,118,80,93,88,110,104,75,124,88,139,104,91,88,104,88,78,52,78,0,76,73,58,255,932,0,0,64,26,0.17,0.17,0.25,0.16,0.28,0.28,us67020y1001,0.018528865,0.014963688000000001,0.01929317,0.013756725,0.47343358399999996,8.928113295,2400.0,15000.0,17400.0,0,0,0,0,0,0,1,0,0,0,0
3697,Nucor Corporation,Yes,USA,Materials,31/12/2016,0.0,8500000.0,"Estimated: Iron & Steel Mills, Gamma GLM",6.0,, NA ,0.0,9300000.0,"Estimated: Iron & Steel Mills, Gamma GLM",6.0,,1098.21,Location-based,108,130,69,103,74,108,202,68,86,59,105,129,97,131,93,144,103,144,168,61,58,0,13,85,41,31,0,202,72,52,112,0.15,0.03,0.14,0.18,0.09,0.24,us6703461052,0.019167875,0.016042369,0.016990667,0.015147825,0.421553885,1098.2149689999999,8500000.0,9300000.0,17800000.0,0,0,0,0,0,0,0,1,0,0,0
3698,NVIDIA Corporation,Yes,USA,Information Technology,31/01/2017,2571.0,0.0,Reported: CDP (Reviewed),7.0,"49,360.00",  ,52903.0,0.0,Reported: CDP (Reviewed),7.0,,7.52,Market-based,148,61,16,75,69,85,89,66,76,50,85,86,78,107,45,108,106,108,70,28,14,0,79,49,54,541,76,47,223,20,89,0.31,0.09,0.02,0.26,0.13,0.32,us67066g1040,0.029176766,0.024995736,0.030380833,0.034212888999999996,0.034085212999999996,7.515340087,2571.0,52903.0,55474.0,0,0,0,0,0,0,1,0,0,0,0
3699,Northwestern Corporation,Yes,USA,Utilities,31/12/2016,0.0,2000000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,84000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,1657.59,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6680743050,0.011462443000000001,0.007653371,0.011430131999999999,0.009334503000000001,0.6320802010000001,1657.586001,2000000.0,84000.0,2084000.0,0,0,0,0,0,0,0,0,0,0,1
3700,Newell Rubbermaid Inc.,Yes,USA,Consumer Discretionary,31/12/2016,120000.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,1600000.0,0.0,Reported: CDP (Reviewed),7.0,,129.67,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6512291062,0.016823393,0.022467279,0.029400753999999998,0.034421072999999996,0.033834586,129.6743064,120000.0,1600000.0,1720000.0,1,0,0,0,0,0,0,0,0,0,0
3701,News Corp,Yes,USA,Consumer Discretionary,30/06/2016,26951.0,0.0,Reported: CDP (Reviewed),7.0,"183,917.00",  ,183917.0,0.0,Reported: CDP (Reviewed),7.0,"These figures are equal because we were unable to obtain supplier-specific or other relevant market-based emissions factors that met the GHG Protocol’s Quality Criteria, and consequently reverted back to the location-based method. News Corp is continuing to work on obtaining applicable market-based emissions factors for future year calculations and market-based reporting.",24.74,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us65249b2088,,,,,0.0,24.738151100000003,26951.0,183917.0,210868.0,1,0,0,0,0,0,0,0,0,0,0
3702,New York Community Bancorp Inc.,Yes,USA,Financials,31/12/2016,0.0,1800.0,Estimated: Gamma GLM,5.0,, NA ,0.0,14000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,8.68,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6494451031,0.013477011,0.011982493,0.015483311999999999,0.012648911,0.520802005,8.679220407999999,1800.0,14000.0,15800.0,0,0,0,1,0,0,0,0,0,0,0
3703,Realty Income Corp.,Yes,USA,Real Estate,31/12/2016,0.0,12000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,90000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,92.46,Location-based,87,31,83,88,68,109,249,117,102,124,70,124,52,91,143,62,97,62,111,121,38,0,49,148,93,16,0,37,43,0,25,0.02,0.28,0.19,0.28,0.28,0.06,us7561091049,0.014108856000000001,0.010277895,0.011978321,0.008516862,0.653132832,92.46081746,12000.0,90000.0,102000.0,0,0,0,0,0,0,0,0,1,0,0
3704,Oasis Petroleum Inc,Yes,USA,Energy,31/12/2016,0.0,890000.0,"Estimated: Oil & Gas Extraction, Gamma GLM",6.0,, NA ,0.0,110000.0,"Estimated: Oil & Gas Extraction, Gamma GLM",6.0,,1209.72,Location-based,110,133,93,66,79,106,118,84,120,53,99,88,81,96,72,65,114,65,67,72,36,0,369,82,45,29,0,89,0,19,38,0.25,0.27,0.25,0.26,0.25,0.2,us6742151086,0.054695413,0.033397509,0.032736687,0.032810815,0.04160401,1209.716442,890000.0,110000.0,1000000.0,0,0,1,0,0,0,0,0,0,0,0
3705,Owens Corning,Yes,USA,Industrials,31/12/2016,2559224.0,0.0,Reported: CDP (Reviewed),7.0,"1,388,792.00",  ,1398725.0,0.0,Reported: CDP (Reviewed),7.0,"Owens Corning's GHG emissions were verified by SCS Global Services in 2016. This Verification Statement documents that SCS Global Services has conducted verification activities in compliance with ISO 14064-3: Specification with guidance for the validation and verification of greenhouse gas assertions. This statement also attests that SCS Global Services can provide reasonable assurance that Owens Corning’s reported Scope1 and Scope 2 greenhouse gas emissions from 1 January 2016 to 31 December 2016 are in all material respects in accordance with the reporting criteria. Furthermore, SCS Global Services can provide limited assurance, based on the procedures performed and evidence obtained, that no matters have come to the attention of the audit team to cause the verification body to believe that Owens Corning’s reported Scope 3 greenhouse gas emissions from 1 January 2016 to 31 December 2016 were materially misstated.SCS applies the International Standard ISO 14065:2013 - Requirements for greenhouse gas validation and verification bodies for use in accreditation or other forms of recognition and accordingly maintains a comprehensive system of quality control including documented policies and procedures regarding compliance with ethical requirements, professional standards and applicable legal and regulatory requirements.In accordance with the requirements of ISAE 3000, SCS has complied with the commercial independence and other ethical requirements of the International Standard ISO 14065:2013 - Requirements for greenhouse gas validation and verification bodies for use in accreditation or other forms of recognition, which is founded on fundamental principles of impartiality, competence, objective decision making, openness, and confidentiality.",695.44,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6907421019,0.015198618999999998,0.012243163999999999,0.020293436,0.020019132,0.224310777,695.4405496,2559224.0,1398725.0,3957949.0,0,0,0,0,0,1,0,0,0,0,0
3706,Oclaro Inc.,Yes,USA,Information Technology,31/12/2016,869.0,0.0,Reported: CDP (Not Reviewed),,, NA ,22226.0,0.0,Reported: CDP (Not Reviewed),,Summed data from the internal annual environmental management reports provided by all four key operations sites,38.43,Location-based,70,69,62,71,59,84,133,75,70,72,107,84,74,61,110,69,85,69,98,36,75,0,31,70,41,55,0,0,0,19,8,0.09,0.25,0.25,0.26,0.31,0.31,,,,,,0.0,38.42953891,869.0,22226.0,23095.0,0,0,0,0,0,0,1,0,0,0,0
3708,"Office Depot, Inc.",Yes,USA,Consumer Discretionary,31/12/2016,71600.0,82000.0,"Issue Raised, see comments (estimate shown for comparison): Gamma GLM",2.0,, NA ,309000.0,0.0,Reported: CDP (Reviewed),7.0,No market-based calculations available,35.48,Location-based,69,50,153,101,113,109,98,77,129,116,76,109,102,148,77,83,108,83,90,102,38,109,373,97,113,237,0,70,110,20,64,0.23,0.19,0.08,0.26,0.18,0.1,us6762201068,0.038055871,0.031939168999999996,0.033312472,0.024573956,0.12130325800000001,35.47772434,153600.0,309000.0,462600.0,1,0,0,0,0,0,0,0,0,0,0
3709,OGE Energy Corp.,Yes,USA,Utilities,31/12/2016,17492203.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,211655.7,0.0,Reported: CDP (Reviewed),7.0,,7836.34,Location-based,81,102,70,85,45,123,81,122,126,154,88,156,71,104,77,67,105,67,134,78,121,0,138,117,166,58,63,857,0,352,438,0.23,0.26,0.25,0.01,0.01,0.18,us6708371033,0.013542486999999999,0.007622355,0.011487605,0.00949944,0.627067669,7836.339722,17492203.0,211655.7,17703858.7,0,0,0,0,0,0,0,0,0,0,1
3710,Owens-Illinois,Yes,USA,Materials,31/12/2016,5243127.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,1823319.0,0.0,Reported: CDP (Reviewed),7.0,,1054.38,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6907684038,0.025724764,0.013019207,0.02066291,0.015522391000000002,0.404761905,1054.3786929999999,5243127.0,1823319.0,7066446.0,0,0,0,0,0,0,0,1,0,0,0
3711,"Oceaneering International, Inc.",Yes,USA,Energy,31/12/2016,0.0,630000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,13000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,283.06,Location-based,69,193,170,80,64,85,59,84,114,113,122,88,91,105,100,87,113,87,95,81,132,34,100,79,44,79,0,129,51,73,89,0.12,0.17,0.17,0.14,0.13,0.16,us6752321025,0.027300199,0.023164313,0.027555282,0.027107007000000002,0.08220551400000001,283.060398,630000.0,13000.0,643000.0,0,0,1,0,0,0,0,0,0,0,0
3712,Oneok Inc.,Yes,USA,Energy,31/12/2016,2500000.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,0.0,840000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,374.4,Location-based,97,81,34,81,76,110,33,69,70,44,78,100,49,60,81,51,78,51,106,41,166,0,13,72,43,12,20,75,22,48,52,0.21,0.31,0.24,0.19,0.21,0.3,us6826801036,0.028383627999999998,0.01401429,0.014801181000000002,0.01362374,0.48095238100000004,374.4004269,2500000.0,840000.0,3340000.0,0,0,1,0,0,0,0,0,0,0,0
3713,Olin,Yes,USA,Materials,31/12/2016,0.0,3400000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,850000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,765.68,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6806652052,0.029357637000000002,0.018761204,0.02008467,0.024559321000000002,0.12180451099999999,765.6829892000001,3400000.0,850000.0,4250000.0,0,0,0,0,0,0,0,1,0,0,0
3714,Omnicom Group Inc.,Yes,USA,Consumer Discretionary,31/12/2016,38885.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,68528.0,0.0,Reported: CDP (Reviewed),7.0,,6.97,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6819191064,0.011619531,0.011080861000000001,0.014839185,0.012458288999999999,0.5293233079999999,6.96722428,38885.0,68528.0,107413.0,1,0,0,0,0,0,0,0,0,0,0
3715,ON Semiconductor,Yes,USA,Information Technology,31/12/2016,128416.7,0.0,Reported: CDPdivby10 (Reviewed),7.0,, NA ,602078.0,0.0,Reported: CDP (Reviewed),7.0,,186.98,Location-based,94,164,61,124,131,115,104,92,108,112,121,100,91,130,104,80,110,80,114,81,28,35,30,98,57,151,24,90,106,57,85,0.11,0.21,0.09,0.17,0.14,0.16,us6821891057,0.022967847000000003,0.017942154,0.025000612999999998,0.02939954,0.06416040099999999,186.9755305,128416.7,602078.0,730494.7,0,0,0,0,0,0,1,0,0,0,0
3716,Ormat Technologies Inc,Yes,USA,Utilities,31/12/2016,14248.49,0.0,Reported: CDP (Not Reviewed),,, NA ,1957.87,0.0,Reported: CDP (Not Reviewed),,,24.46,Location-based,39,0,133,79,67,106,106,79,83,145,79,97,75,65,186,168,66,168,101,149,150,0,276,122,105,48,0,286,0,108,142,0.0,0.01,0.25,0.09,0.07,0.03,us6866881021,0.013611755,0.012226094,0.018542006,0.012054164,0.542606516,24.45910744,14248.49,1957.87,16206.36,0,0,0,0,0,0,0,0,0,0,1
3717,Oracle Corporation,Yes,USA,Information Technology,31/12/2016,11293.0,0.0,Reported: CDP (Reviewed),7.0,"354,428.00",  ,399993.0,0.0,Reported: CDP (Reviewed),7.0,,9.69,Market-based,73,105,46,86,59,95,106,65,79,89,90,97,79,44,79,152,89,152,100,44,67,0,90,68,62,865,58,0,161,254,149,0.22,0.02,0.05,0.02,0.06,0.3,us68389x1054,0.011897208000000001,0.010998391000000001,0.015737156000000002,0.009119548,0.636842105,9.693622774,11293.0,399993.0,411286.0,0,0,0,0,0,0,1,0,0,0,0
